transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level,recommended_action,risk_reasons
TXN000183,10972,710.09,14,0,689,0,11,1,1,376.26,1.88,1716,CARD,0,33.4,0,13.36,LOW,ALLOW,No major risk signals
TXN000184,11768,673.03,4,1,5,0,88,0,0,648.83,1.04,942,CARD,0,11.24,15,13.5,LOW,ALLOW,New device
TXN000185,11282,507.44,2,0,1470,0,31,1,1,765.36,0.66,70,UPI,0,12.91,0,5.17,LOW,ALLOW,No major risk signals
TXN000186,10709,1007.06,1,0,481,0,4,2,1,1047.61,0.96,1988,UPI,0,6.44,0,2.58,LOW,ALLOW,No major risk signals
TXN000187,11479,687.28,0,0,961,0,56,0,0,726.21,0.95,1094,CARD,0,22.19,0,8.88,LOW,ALLOW,No major risk signals
TXN000188,11434,231.31,14,0,77,0,30,1,0,787.87,0.29,849,UPI,0,19.58,0,7.83,LOW,ALLOW,No major risk signals
TXN000189,10648,924.47,1,1,2,0,30,1,1,885.92,1.04,1053,CARD,0,17.2,15,15.88,LOW,ALLOW,New device
TXN000190,10317,813.02,19,0,742,0,27,1,1,470.4,1.72,949,NETBANKING,0,42.98,0,17.19,LOW,ALLOW,No major risk signals
TXN000191,11257,234.47,5,0,495,0,76,2,0,224.33,1.04,65,NETBANKING,0,9.02,0,3.61,LOW,ALLOW,No major risk signals
TXN000192,10683,543.15,11,0,1113,0,92,2,0,134.34,4.01,697,WALLET,0,15.18,15,15.07,LOW,ALLOW,High amount deviation
TXN000193,10663,1491.46,20,0,1333,1,734,2,0,779.69,1.91,1363,NETBANKING,0,38.74,35,36.49,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN000194,11998,341.73,15,0,46,0,52,2,0,726.58,0.47,920,UPI,0,21.06,0,8.42,LOW,ALLOW,No major risk signals
TXN000195,11631,312.36,13,0,1374,0,27,1,0,670.21,0.47,770,CARD,0,28.2,0,11.28,LOW,ALLOW,No major risk signals
TXN000196,11495,681.2,3,0,708,0,35,0,0,131.75,5.13,213,WALLET,0,11.17,15,13.47,LOW,ALLOW,High amount deviation
TXN000197,11136,1524.61,7,1,13,0,76,0,0,709.14,2.15,1473,UPI,0,19.66,22,21.07,LOW,ALLOW,New device | Above-normal amount
TXN000198,11853,4182.98,11,1,1,1,218,0,0,447.53,9.33,1217,UPI,1,99.41,70,81.76,HIGH,MANUAL REVIEW,New device | Location change | Extreme amount deviation | New device + location change | New device + unusual amount
TXN000199,11520,1571.99,22,0,1018,0,82,1,0,217.23,7.2,1079,NETBANKING,0,19.19,20,19.68,LOW,ALLOW,Extreme amount deviation
TXN000200,12489,2257.7,13,0,858,0,50,1,0,1321.25,1.71,450,UPI,0,54.22,0,21.69,LOW,ALLOW,No major risk signals
TXN000201,10563,1205.55,19,1,11,1,2417,1,0,278.56,4.31,1078,CARD,1,63.74,90,79.5,HIGH,MANUAL REVIEW,New device | Location change | High amount deviation | Very large distance | New device + location change | New device + unusual amount | Location change + large distance
TXN000202,11291,501.52,12,0,569,0,40,1,0,870.92,0.58,1497,NETBANKING,0,30.52,0,12.21,LOW,ALLOW,No major risk signals
TXN000203,11636,1562.36,4,0,1316,0,52,2,0,798.38,1.95,563,CARD,0,28.66,0,11.46,LOW,ALLOW,No major risk signals
TXN000204,12999,834.83,11,1,6,0,58,1,1,649.5,1.28,1479,NETBANKING,0,14.83,15,14.93,LOW,ALLOW,New device
TXN000205,10698,1237.04,9,0,509,0,62,3,0,735.17,1.68,17,CARD,0,40.8,8,21.12,LOW,ALLOW,Elevated velocity
TXN000206,12160,401.77,20,1,3,0,77,1,1,491.62,0.82,1885,WALLET,0,18.09,15,16.24,LOW,ALLOW,New device
TXN000207,10001,1334.72,18,0,1491,0,78,1,1,413.69,3.22,23,CARD,0,33.54,7,17.62,LOW,ALLOW,Above-normal amount
TXN000208,10641,810.43,12,0,611,0,48,2,1,1193.01,0.68,238,CARD,0,13.87,0,5.55,LOW,ALLOW,No major risk signals
TXN000209,12267,1092.88,8,0,748,0,59,0,0,537.5,2.03,803,CARD,0,40.89,7,20.56,LOW,ALLOW,Above-normal amount
TXN000210,11589,835.21,10,0,571,0,30,0,1,579.57,1.44,111,UPI,0,47.11,0,18.84,LOW,ALLOW,No major risk signals
TXN000211,10854,709.37,4,0,1467,0,83,2,0,307.76,2.3,510,NETBANKING,0,16.79,7,10.91,LOW,ALLOW,Above-normal amount
TXN000212,11759,1355.58,12,0,685,0,2,1,0,416.26,3.25,1330,CARD,0,15.16,7,10.26,LOW,ALLOW,Above-normal amount
TXN000213,12432,635.76,9,0,787,0,38,1,0,628.9,1.01,1782,UPI,0,25.78,0,10.31,LOW,ALLOW,No major risk signals
TXN000214,11661,232.67,17,0,809,0,37,0,0,348.73,0.67,1062,UPI,0,12.53,0,5.01,LOW,ALLOW,No major risk signals
TXN000215,11153,182.57,14,0,1266,0,39,0,0,215.47,0.84,712,NETBANKING,0,24.05,0,9.62,LOW,ALLOW,No major risk signals
TXN000216,11076,1050.22,19,0,800,0,29,1,0,836.11,1.25,1814,UPI,0,33.07,0,13.23,LOW,ALLOW,No major risk signals
TXN000217,11707,613.92,11,0,96,0,71,3,1,636.12,0.96,363,UPI,0,33.48,8,18.19,LOW,ALLOW,Elevated velocity
TXN000218,12777,206.49,3,0,1475,0,23,0,0,247.44,0.83,991,UPI,0,5.49,0,2.19,LOW,ALLOW,No major risk signals
TXN000219,11695,982.95,4,0,883,0,20,0,0,398.01,2.46,1507,UPI,0,33.79,7,17.72,LOW,ALLOW,Above-normal amount
TXN000220,11733,828.99,7,0,400,0,63,3,0,268.73,3.07,452,CARD,0,28.19,15,20.28,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN000221,11439,587.18,4,0,393,0,50,1,1,1686.05,0.35,312,WALLET,0,4.57,0,1.83,LOW,ALLOW,No major risk signals
TXN000222,12294,1107.42,0,1,18,0,27,2,0,337.65,3.27,1249,NETBANKING,0,25.35,22,23.34,LOW,ALLOW,New device | Above-normal amount
TXN000223,10835,2745.81,17,0,879,1,1008,3,1,1220.68,2.25,769,UPI,1,96.8,50,68.72,MEDIUM,STEP-UP VERIFICATION,Location change | Elevated velocity | Above-normal amount | Large distance | Location change + large distance
TXN000224,10202,2675.53,18,0,289,0,86,1,0,166.71,15.95,1822,CARD,0,5.42,20,14.17,LOW,ALLOW,Extreme amount deviation
TXN000225,10122,1014.55,18,0,1098,0,7,1,1,499.17,2.03,1384,UPI,0,25.74,7,14.5,LOW,ALLOW,Above-normal amount
TXN000226,10400,835.47,9,0,927,0,72,0,0,334.57,2.49,533,CARD,0,43.87,7,21.75,LOW,ALLOW,Above-normal amount
TXN000227,10766,1026.67,21,0,1340,0,36,2,0,642.26,1.6,1651,NETBANKING,0,30.03,0,12.01,LOW,ALLOW,No major risk signals
TXN000228,10293,1167.54,8,0,1382,0,57,3,3,432.68,2.69,1057,NETBANKING,0,33.9,30,31.56,LOW,ALLOW,Elevated velocity | Multiple failed attempts | Above-normal amount
TXN000229,12327,714.76,0,0,344,0,77,2,0,130.69,5.43,1822,CARD,0,12.02,15,13.81,LOW,ALLOW,High amount deviation
TXN000230,12931,1041.44,21,1,4,0,51,3,1,615.29,1.69,525,CARD,0,17.14,23,20.65,LOW,ALLOW,New device | Elevated velocity
TXN000231,10197,235.67,19,1,9,0,19,0,2,379.74,0.62,1826,UPI,0,8.86,23,17.35,LOW,ALLOW,New device | Repeated failed attempts
TXN000232,11930,962.13,2,0,1358,0,94,1,1,424.05,2.26,17,WALLET,0,18.61,7,11.64,LOW,ALLOW,Above-normal amount
TXN000233,12799,1346.54,12,0,969,0,11,0,0,220.9,6.07,685,CARD,0,23.76,15,18.51,LOW,ALLOW,High amount deviation
TXN000234,12191,592.08,5,0,258,0,82,4,0,621.42,0.95,1835,UPI,0,15.4,8,10.96,LOW,ALLOW,Elevated velocity
TXN000235,10608,827.86,5,0,779,0,99,2,0,116.91,7.02,1147,UPI,0,14.78,20,17.91,LOW,ALLOW,Extreme amount deviation
TXN000236,11147,349.05,17,0,1239,0,87,2,1,330.01,1.05,571,UPI,0,19.97,0,7.99,LOW,ALLOW,No major risk signals
TXN000237,10186,310.21,4,0,147,1,786,0,0,154.59,1.99,247,CARD,0,13.47,35,26.39,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN000238,12511,1074.05,16,0,155,0,85,1,1,296.29,3.61,1892,NETBANKING,0,26.64,7,14.86,LOW,ALLOW,Above-normal amount
TXN000239,11794,482.93,2,0,1015,0,27,0,1,916.3,0.53,805,WALLET,1,61.51,0,24.6,LOW,ALLOW,No major risk signals
TXN000240,10659,198.28,4,1,6,0,91,1,0,410.42,0.48,1095,WALLET,0,11.62,15,13.65,LOW,ALLOW,New device
TXN000241,12811,348.97,2,1,4,0,19,1,0,987.76,0.35,870,CARD,0,21.56,15,17.63,LOW,ALLOW,New device
TXN000242,11955,394.88,22,0,375,0,34,2,1,640.88,0.62,1160,UPI,0,18.8,0,7.52,LOW,ALLOW,No major risk signals
TXN000243,12450,1734.36,12,0,113,0,22,1,0,252.6,6.84,742,UPI,0,21.85,15,17.74,LOW,ALLOW,High amount deviation
TXN000244,11369,1045.5,14,0,71,0,26,4,0,511.17,2.04,1747,UPI,0,28.84,15,20.54,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN000245,11986,428.01,16,0,464,0,69,1,0,598.93,0.71,1333,UPI,1,45.85,0,18.34,LOW,ALLOW,No major risk signals
TXN000246,11534,544.79,14,1,9,0,81,1,0,78.85,6.82,169,CARD,0,20.1,40,32.04,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN000247,10146,2738.79,4,0,1480,0,61,1,0,920.02,2.97,1553,UPI,0,11.5,7,8.8,LOW,ALLOW,Above-normal amount
TXN000248,12911,1989.6,21,0,77,0,57,0,0,776.63,2.56,1471,UPI,0,50.77,7,24.51,LOW,ALLOW,Above-normal amount
TXN000249,11734,347.11,13,0,1095,0,31,1,0,606.09,0.57,1434,UPI,0,16.94,0,6.78,LOW,ALLOW,No major risk signals
TXN000250,11843,2413.9,10,1,15,0,98,4,0,291.19,8.26,917,UPI,1,99.06,53,71.42,HIGH,MANUAL REVIEW,New device | Elevated velocity | Extreme amount deviation | New device + unusual amount
TXN000251,10488,838.38,13,0,1285,0,45,2,0,3530.86,0.24,1670,NETBANKING,0,22.75,0,9.1,LOW,ALLOW,No major risk signals
TXN000252,12976,1771.66,6,0,430,0,18,1,0,478.5,3.69,611,UPI,0,23.62,7,13.65,LOW,ALLOW,Above-normal amount
TXN000253,11959,781.48,2,1,9,0,88,1,0,239.41,3.25,1277,CARD,0,12.87,22,18.35,LOW,ALLOW,New device | Above-normal amount
TXN000254,11663,2460.09,22,0,1286,0,8,3,0,254.06,9.65,1228,NETBANKING,0,37.85,28,31.94,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN000255,12598,335.06,19,0,1421,0,64,3,1,892.99,0.37,627,CARD,0,38.02,8,20.01,LOW,ALLOW,Elevated velocity
TXN000256,12385,722.61,9,0,1446,1,2282,1,0,521.4,1.38,1492,CARD,0,47.12,40,42.85,MEDIUM,STEP-UP VERIFICATION,Location change | Very large distance | Location change + large distance
TXN000257,12919,2524.99,10,1,4,0,81,1,1,324.16,7.77,1239,UPI,1,98.78,45,66.51,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN000258,10640,117.48,5,0,531,0,36,5,0,584.18,0.2,80,NETBANKING,0,7.63,20,15.05,LOW,ALLOW,High velocity
TXN000259,11802,863.37,4,0,396,1,367,1,0,1357.36,0.64,931,UPI,0,9.71,15,12.88,LOW,ALLOW,Location change
TXN000260,12520,642.58,19,0,1164,0,74,1,1,145.31,4.39,878,CARD,0,16.66,15,15.66,LOW,ALLOW,High amount deviation
TXN000261,11969,1606.74,21,0,290,0,81,0,0,823.78,1.95,1450,UPI,0,30.41,0,12.16,LOW,ALLOW,No major risk signals
TXN000262,12198,2229.26,12,0,1117,0,44,3,2,1147.07,1.94,1461,CARD,0,24.98,16,19.59,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN000263,11438,1670.27,11,0,721,0,21,1,0,688.81,2.42,1529,CARD,0,31.26,7,16.7,LOW,ALLOW,Above-normal amount
TXN000264,11634,1101.96,18,0,529,0,76,1,1,887.19,1.24,41,CARD,1,76.77,0,30.71,LOW,ALLOW,No major risk signals
TXN000265,10262,929.34,18,0,1113,0,42,1,0,794.7,1.17,1711,WALLET,0,24.29,0,9.72,LOW,ALLOW,No major risk signals
TXN000266,11787,670.95,20,1,10,0,44,2,0,1605.24,0.42,1245,CARD,0,4.78,15,10.91,LOW,ALLOW,New device
TXN000267,12191,1073.28,4,0,385,0,72,2,1,315.57,3.39,1555,CARD,0,29.71,7,16.09,LOW,ALLOW,Above-normal amount
TXN000268,12393,3104.81,19,0,1422,0,54,3,1,277.37,11.15,856,UPI,0,21.98,28,25.59,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN000269,10623,443.22,20,0,675,0,96,0,1,733.92,0.6,472,UPI,0,35.32,0,14.13,LOW,ALLOW,No major risk signals
TXN000270,11016,637.93,8,0,885,0,69,1,0,118.25,5.35,719,UPI,0,26.02,15,19.41,LOW,ALLOW,High amount deviation
TXN000271,10880,842.03,3,0,434,0,92,0,1,1544.47,0.54,256,UPI,0,8.13,0,3.25,LOW,ALLOW,No major risk signals
TXN000272,12049,2102.31,14,0,47,0,94,1,1,415.12,5.05,1762,UPI,0,29.4,15,20.76,LOW,ALLOW,High amount deviation
TXN000273,12944,1085.51,2,0,397,0,33,1,0,353.91,3.06,138,NETBANKING,0,10.61,7,8.44,LOW,ALLOW,Above-normal amount
TXN000274,11327,2071.36,22,1,15,0,58,0,0,249.46,8.27,1743,UPI,1,95.94,45,65.37,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN000275,12301,2162.44,6,0,250,0,81,3,0,249.65,8.63,342,CARD,0,21.06,28,25.22,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN000276,10452,1485.09,23,0,302,0,82,0,0,271.54,5.45,1108,NETBANKING,0,29.13,15,20.65,LOW,ALLOW,High amount deviation
TXN000277,11183,363.44,19,0,994,0,55,1,1,198.53,1.82,993,CARD,0,13.55,0,5.42,LOW,ALLOW,No major risk signals
TXN000278,12056,3684.65,19,0,1430,0,54,3,0,676.83,5.44,1123,UPI,0,17.49,23,20.79,LOW,ALLOW,Elevated velocity | High amount deviation
TXN000279,11682,2982.52,13,0,1300,0,79,1,0,670.78,4.44,802,UPI,0,26.59,15,19.64,LOW,ALLOW,High amount deviation
TXN000280,12863,947.67,13,0,1443,0,83,1,0,219.27,4.3,61,UPI,0,15.8,15,15.32,LOW,ALLOW,High amount deviation
TXN000281,12255,277.41,8,1,18,0,77,2,0,443.6,0.62,829,UPI,0,19.72,15,16.89,LOW,ALLOW,New device
TXN000282,11154,238.31,22,0,202,0,50,1,0,642.67,0.37,1045,UPI,0,25.01,0,10.0,LOW,ALLOW,No major risk signals
TXN000283,10403,1114.51,2,0,1381,0,41,0,2,400.17,2.78,55,UPI,0,20.51,15,17.2,LOW,ALLOW,Repeated failed attempts | Above-normal amount
TXN000284,12199,494.48,8,0,152,0,67,2,0,204.73,2.4,1682,CARD,0,25.78,7,14.51,LOW,ALLOW,Above-normal amount
TXN000285,12101,208.59,20,0,496,0,15,2,0,580.34,0.36,1846,CARD,0,22.95,0,9.18,LOW,ALLOW,No major risk signals
TXN000286,11696,234.52,3,0,665,0,23,2,0,700.53,0.33,1325,CARD,0,11.84,0,4.73,LOW,ALLOW,No major risk signals
TXN000287,10627,602.15,16,0,845,0,32,1,0,248.23,2.42,146,CARD,0,12.14,7,9.05,LOW,ALLOW,Above-normal amount
TXN000288,10586,1059.65,5,1,0,0,33,2,0,623.87,1.7,1130,UPI,0,9.62,15,12.85,LOW,ALLOW,New device
TXN000289,11648,2965.66,15,0,1284,0,76,0,2,785.61,3.77,945,UPI,1,68.47,15,36.39,LOW,ALLOW,Repeated failed attempts | Above-normal amount
TXN000290,11443,1355.04,17,0,1365,0,41,2,1,85.64,15.64,171,UPI,0,11.81,20,16.73,LOW,ALLOW,Extreme amount deviation
TXN000291,11445,649.24,12,0,678,0,81,2,0,698.61,0.93,1121,NETBANKING,0,32.24,0,12.9,LOW,ALLOW,No major risk signals
TXN000292,10103,1240.11,6,0,1243,0,88,0,0,721.36,1.72,1086,CARD,0,35.88,0,14.35,LOW,ALLOW,No major risk signals
TXN000293,10253,1149.39,2,0,530,0,95,0,1,102.02,11.16,118,CARD,0,2.98,20,13.19,LOW,ALLOW,Extreme amount deviation
TXN000294,12557,1683.47,5,0,1340,0,32,0,0,230.8,7.26,54,CARD,0,29.96,20,23.99,LOW,ALLOW,Extreme amount deviation
TXN000295,11496,867.88,23,0,350,0,91,1,0,204.64,4.22,1927,UPI,0,12.08,15,13.83,LOW,ALLOW,High amount deviation
TXN000296,10098,2166.28,2,0,90,0,35,1,1,373.5,5.78,874,UPI,0,28.23,15,20.29,LOW,ALLOW,High amount deviation
TXN000297,12200,1809.46,11,0,1191,0,15,1,1,249.28,7.23,1194,UPI,0,44.17,20,29.67,LOW,ALLOW,Extreme amount deviation
TXN000298,11884,963.23,4,0,155,0,37,2,0,434.36,2.21,1318,UPI,0,27.97,7,15.39,LOW,ALLOW,Above-normal amount
TXN000299,12961,811.32,21,0,221,1,2072,4,0,739.35,1.1,1967,UPI,1,94.28,48,66.51,MEDIUM,STEP-UP VERIFICATION,Location change | Elevated velocity | Very large distance | Location change + large distance
TXN000300,11919,1962.13,16,0,1267,0,1,0,1,715.6,2.74,1849,UPI,0,14.34,7,9.94,LOW,ALLOW,Above-normal amount
TXN000301,10877,489.58,9,0,222,0,53,5,1,517.39,0.94,982,CARD,1,69.21,20,39.68,LOW,ALLOW,High velocity
TXN000302,10337,249.48,6,0,618,0,12,2,0,355.89,0.7,1627,UPI,1,69.45,0,27.78,LOW,ALLOW,No major risk signals
TXN000303,12869,248.28,3,0,1076,0,9,2,0,345.21,0.72,836,UPI,0,42.64,0,17.06,LOW,ALLOW,No major risk signals
TXN000304,10956,456.27,9,0,772,0,67,2,0,192.66,2.36,327,UPI,0,15.32,7,10.33,LOW,ALLOW,Above-normal amount
TXN000305,11704,1572.94,6,0,412,0,28,0,1,357.02,4.39,776,UPI,0,25.88,15,19.35,LOW,ALLOW,High amount deviation
TXN000306,10160,626.8,22,0,1209,1,313,2,1,735.98,0.85,1324,NETBANKING,0,18.19,15,16.28,LOW,ALLOW,Location change
TXN000307,11603,1068.32,10,0,1146,0,36,0,0,605.02,1.76,440,UPI,0,31.9,0,12.76,LOW,ALLOW,No major risk signals
TXN000308,12848,589.34,20,0,855,0,94,4,1,670.02,0.88,1860,CARD,0,38.12,8,20.05,LOW,ALLOW,Elevated velocity
TXN000309,10397,593.33,7,0,733,0,43,3,0,217.99,2.71,708,UPI,0,30.94,15,21.37,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN000310,11300,375.54,7,0,638,0,27,2,1,243.61,1.54,395,CARD,0,14.72,0,5.89,LOW,ALLOW,No major risk signals
TXN000311,10815,830.38,4,0,1183,0,92,1,0,448.44,1.85,1634,UPI,0,21.62,0,8.65,LOW,ALLOW,No major risk signals
TXN000312,11527,773.64,4,0,1480,0,73,4,0,470.86,1.64,1027,CARD,0,12.28,8,9.71,LOW,ALLOW,Elevated velocity
TXN000313,11919,1275.08,6,0,254,0,26,3,1,873.87,1.46,965,UPI,0,29.21,8,16.49,LOW,ALLOW,Elevated velocity
TXN000314,11415,1146.58,21,1,14,0,62,5,0,849.72,1.35,911,CARD,0,23.07,35,30.23,LOW,ALLOW,New device | High velocity
TXN000315,11158,759.32,3,1,18,0,0,3,1,1008.03,0.75,546,NETBANKING,0,9.1,23,17.44,LOW,ALLOW,New device | Elevated velocity
TXN000316,11218,249.59,1,0,832,0,2,4,0,1480.23,0.17,62,CARD,0,8.22,8,8.09,LOW,ALLOW,Elevated velocity
TXN000317,10400,2230.53,23,0,103,0,11,1,1,1288.95,1.73,989,UPI,1,66.07,0,26.43,LOW,ALLOW,No major risk signals
TXN000318,10639,835.23,18,0,1164,1,459,3,0,805.73,1.04,389,NETBANKING,0,24.94,23,23.78,LOW,ALLOW,Location change | Elevated velocity
TXN000319,12735,960.73,1,0,918,0,25,1,0,385.96,2.48,1623,NETBANKING,0,35.43,7,18.37,LOW,ALLOW,Above-normal amount
TXN000320,10459,3499.66,15,0,226,0,91,2,0,347.33,10.05,123,WALLET,0,41.64,20,28.66,LOW,ALLOW,Extreme amount deviation
TXN000321,10954,1943.0,11,0,220,0,18,1,0,202.83,9.53,1933,UPI,0,41.25,20,28.5,LOW,ALLOW,Extreme amount deviation
TXN000322,10469,1312.23,14,0,966,0,51,3,0,502.3,2.61,977,UPI,0,25.21,15,19.08,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN000323,11045,896.09,9,0,1117,0,97,2,0,701.27,1.28,1003,UPI,0,35.76,0,14.3,LOW,ALLOW,No major risk signals
TXN000324,12797,889.0,22,0,680,0,21,1,1,614.7,1.44,869,WALLET,0,36.4,0,14.56,LOW,ALLOW,No major risk signals
TXN000325,11693,1101.14,5,0,523,0,36,1,0,178.92,6.12,1345,UPI,0,12.55,15,14.02,LOW,ALLOW,High amount deviation
TXN000326,12085,1268.86,23,0,1118,0,30,5,0,227.96,5.54,267,WALLET,0,42.49,35,38.0,LOW,ALLOW,High velocity | High amount deviation
TXN000327,12277,3845.63,12,0,692,0,28,3,1,360.47,10.64,154,CARD,0,9.76,28,20.7,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN000328,10562,7348.68,5,0,289,0,27,2,0,225.45,32.45,1741,UPI,0,7.35,20,14.94,LOW,ALLOW,Extreme amount deviation
TXN000329,12485,1149.09,22,1,10,0,36,0,0,248.98,4.6,512,NETBANKING,0,12.22,40,28.89,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN000330,11799,143.99,1,0,206,1,1218,1,1,446.48,0.32,1849,UPI,0,8.25,35,24.3,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN000331,12074,399.82,13,0,1198,0,59,0,0,342.18,1.17,1003,CARD,0,25.65,0,10.26,LOW,ALLOW,No major risk signals
TXN000332,10225,4187.14,17,0,616,0,66,0,1,217.18,19.19,932,NETBANKING,0,14.81,20,17.93,LOW,ALLOW,Extreme amount deviation
TXN000333,10797,1653.84,5,1,14,0,86,0,0,263.95,6.24,869,CARD,1,76.12,40,54.45,MEDIUM,STEP-UP VERIFICATION,New device | High amount deviation | New device + unusual amount
TXN000334,12331,1289.67,18,0,663,0,88,2,1,391.52,3.29,623,CARD,0,34.47,7,17.99,LOW,ALLOW,Above-normal amount
TXN000335,12926,779.14,13,0,568,0,85,0,0,1789.28,0.44,1323,NETBANKING,0,16.12,0,6.45,LOW,ALLOW,No major risk signals
TXN000336,10959,326.79,12,0,716,0,36,1,0,447.5,0.73,1385,UPI,0,19.33,0,7.73,LOW,ALLOW,No major risk signals
TXN000337,11504,3737.31,7,0,165,0,36,0,3,356.37,10.46,1714,UPI,0,9.25,35,24.7,LOW,ALLOW,Multiple failed attempts | Extreme amount deviation
TXN000338,10452,445.98,4,0,1425,0,46,3,1,231.17,1.92,1640,UPI,0,4.54,8,6.62,LOW,ALLOW,Elevated velocity
TXN000339,10815,1668.89,12,0,1076,0,12,1,0,443.42,3.76,783,UPI,0,47.7,7,23.28,LOW,ALLOW,Above-normal amount
TXN000340,10658,297.2,5,0,567,0,42,2,0,437.88,0.68,271,UPI,0,8.95,0,3.58,LOW,ALLOW,No major risk signals
TXN000341,10546,747.66,21,0,191,0,85,1,0,687.75,1.09,549,CARD,0,36.63,0,14.65,LOW,ALLOW,No major risk signals
TXN000342,11215,2088.11,18,0,189,0,48,0,0,703.08,2.97,1169,UPI,0,49.96,7,24.18,LOW,ALLOW,Above-normal amount
TXN000343,10016,726.15,10,0,547,0,86,0,0,308.15,2.35,1674,NETBANKING,0,20.38,7,12.35,LOW,ALLOW,Above-normal amount
TXN000344,11243,656.43,15,0,1430,0,33,1,0,811.57,0.81,1369,WALLET,0,21.23,0,8.49,LOW,ALLOW,No major risk signals
TXN000345,12205,906.0,4,0,344,0,82,2,0,612.62,1.48,499,NETBANKING,0,15.12,0,6.05,LOW,ALLOW,No major risk signals
TXN000346,12524,288.41,11,0,719,0,20,2,0,420.65,0.68,1307,NETBANKING,0,19.21,0,7.68,LOW,ALLOW,No major risk signals
TXN000347,11069,245.79,16,0,737,0,71,3,2,395.74,0.62,231,CARD,0,33.09,16,22.84,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN000348,12565,1647.64,1,0,1270,0,61,4,2,905.4,1.82,1369,UPI,0,14.21,16,15.29,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN000349,12146,627.11,9,0,293,0,61,3,0,1453.72,0.43,1002,CARD,0,18.54,8,12.22,LOW,ALLOW,Elevated velocity
TXN000350,11768,1636.82,14,0,971,0,72,0,0,725.25,2.25,1156,UPI,0,50.24,7,24.3,LOW,ALLOW,Above-normal amount
TXN000351,11060,2322.63,18,1,1,0,24,3,0,832.11,2.79,1637,CARD,0,8.27,30,21.31,LOW,ALLOW,New device | Elevated velocity | Above-normal amount
TXN000352,12327,2487.03,19,0,491,0,48,3,0,539.05,4.61,952,CARD,0,21.56,23,22.43,LOW,ALLOW,Elevated velocity | High amount deviation
TXN000353,12544,226.36,16,0,1214,0,11,0,1,408.01,0.55,985,CARD,0,22.43,0,8.97,LOW,ALLOW,No major risk signals
TXN000354,10301,496.13,18,0,343,0,17,0,0,443.16,1.12,1556,UPI,0,27.32,0,10.93,LOW,ALLOW,No major risk signals
TXN000355,10180,1417.92,18,1,3,1,1831,2,0,429.0,3.3,1551,UPI,0,38.16,72,58.46,MEDIUM,STEP-UP VERIFICATION,New device | Location change | Above-normal amount | Very large distance | New device + location change | Location change + large distance
TXN000356,10606,1436.62,12,1,16,0,26,1,0,134.34,10.61,1943,UPI,1,99.07,45,66.63,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN000357,10699,6075.51,12,0,108,0,18,1,0,428.71,14.14,1913,WALLET,0,37.45,20,26.98,LOW,ALLOW,Extreme amount deviation
TXN000358,10992,415.1,15,0,696,0,37,4,0,437.36,0.95,1773,UPI,0,38.07,8,20.03,LOW,ALLOW,Elevated velocity
TXN000359,11139,2423.44,21,0,94,0,50,0,0,656.69,3.68,1567,UPI,0,32.46,7,17.18,LOW,ALLOW,Above-normal amount
TXN000360,10190,1232.05,20,0,598,0,50,1,0,283.06,4.34,224,UPI,0,26.85,15,19.74,LOW,ALLOW,High amount deviation
TXN000361,12300,222.69,2,0,1472,0,60,1,0,951.55,0.23,424,UPI,0,29.13,0,11.65,LOW,ALLOW,No major risk signals
TXN000362,10980,563.61,3,0,977,0,68,4,0,1433.11,0.39,1829,UPI,0,20.98,8,13.19,LOW,ALLOW,Elevated velocity
TXN000363,12975,1122.32,6,0,976,1,472,3,0,324.04,3.45,1436,NETBANKING,0,29.75,30,29.9,LOW,ALLOW,Location change | Elevated velocity | Above-normal amount
TXN000364,12006,210.88,2,0,814,0,10,0,0,1119.16,0.19,636,UPI,0,14.63,0,5.85,LOW,ALLOW,No major risk signals
TXN000365,11184,154.04,8,1,18,1,522,0,0,227.23,0.67,735,NETBANKING,0,13.36,40,29.35,LOW,ALLOW,New device | Location change | New device + location change
